title,genre,year,country,rate,description
Пророк. История Александра Пушкина,"Драма, Биография",2025,Россия,7.8,"Фильм, о котором говорит вся страна. История, ставшая легендой. Александр Пушкин — дерзкий, блистательный, гениальный. Он покоряет литературный мир, завоевывает сердца светского общества, а самые красивые женщины мечтают о его внимании. Каждое его слово — вызов, каждая строка — бессмертная поэзия. Но даже величайший талант не может скрыться от судьбы: ссылки, безденежье и власть, пытающаяся его сломать. Это история любви, свободы и феноменального таланта. Это история жизни, прожитой на грани, и трагической развязки, превратившей человека в бессмертный символ целой эпохи! Номинант на премию «Оскар» Юра Борисов в роли, которая уже вошла в историю, в фильме, который уже стал событием."
По-братски,Комедия,2025,Россия,8.0,"Комедия об улетном путешествии. Антон и Света Лебедевы решают развестись. Чтобы оформить все по закону, им приходится поехать в далекий северный городок Нежногорье, где был заключен их брак. Неожиданно в этом путешествии компанию супругам составляют соседи Валентин и Варвара Бублики с сыном Платоном. Поездка оборачивается для Антона и Светы безумным приключением, которое заставит их посмотреть на жизнь другими глазами."
Екатерина Великая,"Драма, Документальный, История",2025,Россия,8.7,"Продолжение исторических фильмов Андрея Кравчука, куда входят ленты «Пётр I. Последний царь и первый император» и «Императрицы». Сюжет драмы развернется вокруг правления Екатерины II Великой. В юности ей суждено было стать невестой Петра III и матерью будущего наследника престола. Но сильная и целеустремленная женщина хотела одного — править. Екатерина видела большой потенциал в Российской империи и мечтала воплотить свои идеи в жизнь, чтобы превратить страну в мощную, просвещенную державу. Она взошла на престол в результате государственного переворота и стала одной из величайших правительниц, прочно закрепив себя в истории России. Роли Екатерины Великой сыграли Анна Михалкова и Ольга Лерман."
Восхитительно!,"Драма, Комедия, История",2021,Франция,8.8,"Жизнеутверждающее кино с французским шармом. 1789 год. В канун Великой французской революции герцог Шамфор увольняет повара Мансерона и прогоняет его из своего замка. После этого Мансерон впадает в депрессию и теряет страсть к кулинарии. Все меняется, когда он встречает незнакомку Луиз, умоляющую обучить ее кулинарному искусству. Постепенно изгнанный повар пробуждает в себе любовь к своему делу и открывает трактир с изысканной кухней, которому суждено прогреметь на всю округу."
Пара на пару,"Комедия, Мелодрама",2025,Россия,7.9,"Ромком о любовном многоугольнике. Стеснительный преподаватель литературы Костя пытается вернуть свою жену Олю, которая ушла к обеспеченному мужчине постарше Сергею. Чтобы получить возможность поговорить с возлюбленной, он идет на отчаянный шаг и сближается с дочерью Сергея Соней. Девушка не горит желанием вступать в отношения с преподавателем, но пользуется этой возможностью, планируя поиграть на нервах отца перед его новой пассией. Внезапно супруги встречаются под одной крышей, но в разных парах."
Мужу привет,Мелодрама,2025,Россия,8.8,"Трогательная и душевная картина Антона Маслова отмечена специальным призом на ММКФ-2025. Жизнерадостная и оптимистичная работница ЗАГСа Екатерина день за днем соединяет судьбы влюбленных, только вот ее личная жизнь давно остановилась. Уже несколько лет супруг героини находится в коме, но Екатерина преданно ждет, когда муж придет в себя. Однако случайная встреча с обаятельным Георгием стремительно преображает жизнь женщины, вынуждая ее сделать сложнейший выбор."
Рейс навылет,"Боевик, Комедия, Криминал",2025,США,8.3,"Бывший спецагент должен сразиться с армией киллеров на борту самолета, чтобы добраться до таинственной цели. Когда-то Лукас Рейес работал в секретной службе, а теперь с трудом выживает в Бангкоке, часто прикладываясь к бутылке. Неожиданно он получает от бывшего руководства задание сесть на рейс до Сан-Франциско и найти на борту крайне важного хакера по прозвищу Призрак, внешность которого неизвестна. Рейес берется за дело, но уже скоро осознает, что не только он, но и целая армия безжалостных киллеров преследует его цель."
Один хороший день,Комедия,2025,Россия,8.7,"Катя живет в поселке Жупа. Мама хочет поскорее выдать ее замуж, а сама девушка твердо намерена уехать в Москву и стать модельером. План побега уже готов, но внезапно Катя попадает во временную петлю. Удастся ли ей выбраться из бесконечного дня или она навеки останется в Жупе?"
Капитан Крюк,"Комедия, Драма, Спорт",2025,Россия,8.9,"Из-за проблем с тяжелым характером в прошлом звездный хоккеист Никита Крюков вынужден поставить карьеру в спорте на паузу. Он отправляется в родной город, где знакомится с маленькой дочерью мамы от второго брака Женькой. Девочка фанатеет от старшего брата и уговаривает его стать тренером детской хоккейной команды, за которую она выступает. По просьбе матери Никита все-таки соглашается заглянуть на занятия ребят и внезапно обретает мотивацию остаться и взяться за подготовку юных спортсменов. Однако истинная причина такого решения вряд ли обрадует его младшую сестру."
"Человек, который смеётся",Комедия,2026,Россия,8.4,"Ироничная комедия с Евгением Цыгановым и Сергеем Гармашем. Звезда боевиков Дмитрий получает роль киллера в криминальной драме состоятельного предпринимателя из Сибири Сергея. Во время съемок из ружья внезапно вылетает настоящая дробь и попадает брутальному актеру в пятую точку. Из-за повреждения нервных окончаний артиста начинает одолевать необычный побочный эффект. Теперь любая эмоция актера выражается неконтролируемым смехом. Покинуть проект нельзя, так что Дмитрию придется продолжить съемки и постараться не огорчить влиятельного бизнесмена."
Совсем ошалели,"Комедия, Мелодрама",2024,Россия,8.5,"Ольга готовится отметить Новый год в уютном шале на горнолыжном курорте с возлюбленным Кириллом. Но на месте узнает, что из-за ошибки турфирмы вынуждена жить в доме с бывшим мужем Федором и его новой девушкой Мариной. Ирония судьбы грозит полностью испортить праздничный отдых двум парам, если только они не смогут уладить разногласия в канун Нового года."
Наша Russia. 8 марта,Комедия,2025,Россия,7.8,"Встречайте проект «Наша Russia» в новом образе — полноценном музыкальном фильме. Михаил Галустян и Сергей Светлаков вернутся к своим легендарным персонажам, а также поздравят прекрасную половину человечества в качестве камео. Делать комплименты дорогим зрительницам будут телеведущий Жорик Вартанов, самый честный гаишник Николай Лаптев, харизматичный охранник Бородач и многие другие. А каждая сценка завершится музыкальным клипом со звездами российской эстрады."
Конец славы,Комедия,2024,Россия,8.4,"Крайне успешный актер Слава Агеев после скандала стремительно теряет все. Оставшись без денег, работы и семьи, невыносимый артист решается на авантюру. Слава инсценирует свою смерть и устраивает похороны в попытках перезапустить карьеру. Он договаривается с агентом Антоном, чтобы тот откопал его в нужный момент. Оказавшись в гробу под землей, Слава связывается с Антоном, но все идет под откос, когда его помощника сбивает машина."
Отец года,"Комедия, Драма",2024,США,8.1,"Мужчина в возрасте пытается стать образцовым папой. Арт-дилер и муж молодой жены Энди Гудрич внезапно выясняет, что его супруга на 90 дней уехала на реабилитационную программу. Теперь ему предстоит провести все это время со своими маленькими детьми. Сперва мужчина пробует оставить их своей старшей дочери, но, оказывается, она беременна. Энди осознает, что ему все-таки придется взять дело в свои руки и самостоятельно позаботиться о детях."
Достучаться до небес 2,Комедия,2023,Германия,8.7,"Эмоциональная история о том, что никогда не поздно воплотить свои мечты в жизнь. Феликс заболевает смертельной болезнью. Его лучший друг Артур неловко пытается рассказать ему о страшной новости, из-за чего происходит недоразумение. В итоге Феликс думает, что это Артур столкнулся с ужасным недугом. Вместе они решают исполнить самые яркие мечты, пока смертельная болезнь не разлучила их."
Болеро. Душа Парижа,"Драма, Биография, Музыка",2024,Франция,7.2,"Франция, 1928 год. Эксцентричный хореограф Ида Рубинштейн славится провокативными постановками. Она просит Мориса Равеля написать для ее будущего балета музыкальную тему, полную подлинного эротизма и предельной чувственности. Молодой композитор должен превзойти себя и создать нечто новаторское, а вдохновение его подводит. Критики находят его работы талантливыми, но лишенными всяких эмоций. Тогда Морис решает предаться страсти и с головой погрузиться в запретный роман, чтобы создать свой первый шедевр."
Притворись моим мужем,"Комедия, Мелодрама",2025,Россия,8.2,"Красавица Виктория слишком увлечена развитием бизнеса, чтобы распыляться на отношения. Ее команда упорно работала над заключением контракта с крупными инвесторами из ОАЭ, но сделка рискует сорваться. Виной тому одиночество Вики: арабские партнеры сотрудничают только с семейными людьми. Чтобы исправить ситуацию, девушка выдает за жениха своего подчиненного Романа. К несчастью, инвестор решает оплатить свадьбу фиктивных возлюбленных и приглашает в Дубай их родителей."
Бес попутал,"Комедия, Фэнтези",2025,Россия,8.2,"Парень заключает сделку с бесом, чтобы вернуться в мир живых. У Вани все идет по плану. У парня есть хорошая работа, доверчивая девушка и даже любовница. Но все меняется, когда его сбивает машина и он попадает в кому. После этого Ваня оказывается перед бесом, который делает ему заманчивое предложение. Чтобы избежать ада и получить второй шанс, он должен отправить на тот свет невинную девушку Аню. Только вот встреча с незнакомкой заставляет Ваню переосмыслить свою жизнь, ставя его перед сложнейшим выбором."
Гранд тур,Драма,2024,Япония,6.4,"Эффектная черно-белая драма из конкурса Каннского кинофестиваля 2024 года. Бирма, январь 1917 года. Государственный служащий Британской империи Эдвард семь лет не видел свою невесту. Ожидая приезда Молли по случаю их свадьбы, он внезапно решает сбежать. Эдвард отправляется в путешествие по Азии и предается меланхоличным рассуждениям о сути бытия. Но твердо решившая выйти замуж Молли едет за ним, а ее телеграммы неустанно настигают сбежавшего жениха, куда бы он ни направился."
Маме снова 17,"Комедия, Фантастика",2024,Россия,8.6,"2005 год. После посещения знахарки с 17-летней Олей происходят очень странные события. Она просыпается в 2024 году, повзрослев почти на 20 лет. Беспечная девушка осознает, что занимает должность школьного директора и одна воспитывает сына. Легкомысленной Оле приходится забыть о беззаботной жизни и взять на себя серьезные обязательства. Но как это сделать, когда у тебя нет никакого опыта?"
Бесит. Фильм,"Комедия, Драма, Триллер",2025,Россия,7.0,"Полнометражная версия одноименного сериала о насущных проблемах современного общества. Проект высказывается о домашнем насилии, чрезмерных родительских амбициях, жестокости в интернете, завышенных требованиях общества к девушкам и многом другом. Главный критерий темы — актуальность, каждая сюжетная линия снята отдельным режиссером."
Тропа гнева,Боевик,2025,Россия,7.9,"Бывший пограничник Сергей Марков ведет отшельнический образ жизни. Он давно не видел дочь Катю, которая уехала в Таджикистан для работы над фильмом. Сергей узнает, что самолет потерпел крушение, а девушку взял в плен местный криминальный авторитет. Таким образом Басир рассчитывает свести счеты с Марковым, и бывший военный срочно отправляется в Душанбе. Ему предстоит в кратчайшие сроки провести расследование и вызволить дочь из рук террористов."
Джон Уик 2,"Боевик, Триллер, Криминал",2017,Гонконг,8.7,"После смерти жены герой Киану Ривза обещает себе больше не брать оружие в руки, но бывший напарник безапелляционно требует его помощи. Бескомпромиссный итальянец Сантино Д’Антонио когда-то всему научил Джона, а теперь просит вернуть должок. Чтобы расквитаться, Уик должен прикончить сестру Сантино, ставшую главой международной гильдии профессиональных убийц. Отказ станет грубым нарушением кодекса чести всех киллеров. Как поступит величайший из ассасинов?"
Ночь с психопатом,"Триллер, Комедия",2025,США,7.0,"Комедийный триллер о сумасшедшем поклоннике, заставляющем популярную певицу выйти за него. 1990 годы. Несколько месяцев назад Пол пробрался в дом обворожительной поп-звезды Софии, которую считает своей девушкой. Он ранил охранника, однако был пойман. Неуравновешенный фанат угодил в лечебницу, но ему все-таки удалось сбежать. Вместе со своими сумасшедшими подельниками Пол решает вновь проникнуть в особняк кумира, чтобы любой ценой заставить Софию стать его женой."
Финист. Первый богатырь,"Фэнтези, Приключения, Семейный",2025,Россия,8.6,"Отважный Финист Ясный Сокол – настоящий пример для всех богатырей. Гордый и самоуверенный герой постоянно ищет себе новые достойные испытания, чтобы все вокруг продолжали им восхищаться. Так, храбрый богатырь решает сразить грозного монстра, живущего в заброшенном замке. Путь к новому великому свершению обернется для героя головокружительным восточным приключением в компании оруженосца Мелехи и молодой Бабы-Яги. Яркое странствие поможет Финисту познать простую истину, что один в поле не воин."
Холоп. Великолепный век,"Комедия, Приключения",2024,Турция,7.5,"Керем Бюрсин принимает эстафету у Милоша Биковича и переносится в прошлое в турецкой адаптации «Холопа». Мете — избалованный стамбульский мажор, который окончательно отбился от рук. Выходки юноши больно бьют по отцовскому бизнесу, и тогда встревоженный родитель решается на педагогический эксперимент, нанимая эксцентричного режиссера. Перед труппой постановщика стоит задача — убедить Мете, что на дворе XVI век. А сам юноша не богатый наследник, а слуга."
Иллюзия превосходства,"Фантастика, Триллер",2023,Великобритания,7.9,"Инженер Аби работает в престижной фирме, которая занимается созданием человекоподобных андроидов. Их главная задача — синхронизироваться со всеми гаджетами хозяина и считывать его желания. Один из образцов Аби забирает домой, чтобы протестировать лично. В компании мужа и робота женщина едет за город, чтобы поработать и заодно наладить семейные отношения. Андроид отлично справляется с обязанностями, пока не узнает про неверность супруга хозяйки. Тогда робот решает избавиться от соперника и занять его место. Ведь только ему известно, что на самом деле хочет Аби."
Белль и Себастьян: Новое поколение,"Приключения, Семейный",2022,Франция,7.8,"10-летний Себастьян живет в Париже и обожает видеоигры. После очередной шалости мама отправляет его к бабушке в небольшую горную деревушку. Заняться там совершенно нечем, но Себастьян неожиданно встречает огромную белую собаку по кличке Белль. Хозяин дурно с ней обращается, и мальчик решает помочь Белль, а взамен обретает лучшего друга и захватывающие каникулы."
Под Сильвер-Лэйк,"Детектив, Комедия, Криминал",2018,США,6.6,"Безработный Сэм проводит вечер с соседкой Сарой, которая на следующий день загадочно исчезает. Полиция отказывается искать девушку, и Сэм начинает собственное расследование, находя зацепки во всем, что видит вокруг. Неожиданно он расшифровывает секретные послания и понимает, что оказался в эпицентре глобального заговора. Сможет ли Сэм разгадать все секреты и разыскать Сару?"
Дневной дозор,"Фэнтези, Триллер, Боевик",2005,Россия,8.8,"Антон пытается защитить сына и попадает на новый уровень Сумрака. Завулон пользуется этим и компрометирует Городецкого. Темная Иная погибает, все подозрения падают на Антона, и война разгорается с новой силой. Чтобы спасти мир от хаоса, Светлые идут на крайние меры."
Планета Ка-Пэкс,"Драма, Фантастика",2001,Германия,8.4,"Таинственный мужчина Прот задержан полицией из-за странного поведения. Он утверждает, что прибыл с планеты Ка-Пэкс. Психиатр Марк Пауэлл берется исследовать незнакомца, уверенно рассказывающего о своем внеземном происхождении. Доктор пробует пролить свет на тайну необычного пациента, который даже назначает день своего возвращения на родную планету."
Нэчжа побеждает Царя драконов,"Мультфильм, Комедия, Фэнтези, Семейный",2025,Китай,8.7,"Продолжение анимационного хита, предлагающего яркий современный взгляд на китайскую мифологию. После удара молнии демонический мальчишка Нэчжа и сын Царя драконов Аобин стали духами. Мастер Тайи Чжэньжэнь попытался восстановить их физические тела, но ритуал пошел не по плану. Лишь Нэчже удалось вернуть свое тело, после чего он на время приютил в нем духа Аобина. Вместе они отправляются в опасное путешествие, чтобы пройти испытания, стать одними из Бессмертных и восстановить физическую оболочку Аобина."
Принцесса Монако,"Драма, Мелодрама, Биография",2014,Франция,8.8,"Грейс Келли наслаждалась своей славой и заслуженной любовью поклонников. Однако на пике своей карьеры она неожиданно покидает Голливуд, чтобы выйти замуж за князя Монако. Шумные вечеринки сменяются аристократическими балами, а свобода в общении — королевскими правилами. Бывшей актрисе тяжело было принять все перемены. Однажды ее близкий друг Альфред Хичкок делает ей предложение, от которого трудно отказаться. Так Келли встает перед трудным выбором: вернуться в прошлое или остаться в настоящем."
Джобс: Империя соблазна,"Драма, Биография",2013,США,6.5,"Сюжет фильма рассказывает о невероятной карьере одного из самых влиятельных людей в мире технологий – Стива Джобса. События ленты начинаются с ранних лет его жизни, когда юный Джобс решил бросить колледж и пустился в погоню за мечтой. В гараже дома вместе со своими партнерами он начал работу над новым компьютером. Домашнее производство заложило основу для амбициозной компании, спустя годы ставшей огромной империей."
Дэниэл должен умереть,Комедия,2022,Канада,7.7,"Умирая, отец семейства оставляет все единственному адекватному сыну, с которым он поддерживает связь — Дэниэлу. Наивный парень предлагает старику воссоединиться с семьей перед смертью, но тот отказывается. Вместо этого Эдвард оставляет детям ролик, в котором объявляет о своем выборе наследника. Другим же не достанется ничего, если только они не смогут действительно наладить отношения и стать настоящей семьей, хотя бы на одни выходные. Но братья и сестры вынашивают коварные планы по убийству Дэниэла, которые раз за разом терпят крах."
Выше неба,"Драма, Мелодрама",2019,Россия,8.1,"18-летняя Саша едет в пансионат, чтобы приятно провести время с сестрой и подругами. Из-за порока сердца каждый шаг девушки контролируют родители, которые также отправляются с детьми на отдых. Их отношения давно лишены чувств, а Саша впервые сильно влюбляется и решает отстаивать свое право на самостоятельную жизнь."
Вы меня видели?,"Драма, Мелодрама",2024,Россия,7.3,"Полтора года назад 13-летняя Лена бесследно пропала, но мать девочки не теряет надежду ее отыскать. Вера не может пережить утрату и под предлогом путешествия приглашает мужа и дочь в те края. Каждому из них семейная поездка дается непросто и грозит обернуться очередной трагедией."
Онегин,"Мелодрама, Драма",2024,Россия,8.7,"Дворянин Евгений Онегин привык к беспечной и праздной жизни. Однако балы, представления и другие развлечения наскучили молодому повесе. Узнав о болезни состоятельного дяди, Евгений отправляется к нему в деревню. В поместье дворянину сообщают о гибели родственника. Онегин решает остаться в имении, панируя исправить свое плачевное финансовое положение как единственный наследник состояния. Евгений сторонится соседей до приезда воодушевленного жизнью Ленского, который знакомит его с сестрами Татьяной и Ольгой Лариными."
Игра джентльменов,"Драма, Спорт",2023,США,8.7,"Экранизация романа писателя и профессионального гольфиста Умберто Г. Гарсии «Чудо Мустанга». Юг Техаса, 1956 год. Состоятельный преподаватель испанского происхождения Джей Би хочет вступить в престижный гольф-клуб «Дель-Рио», но ему отказывают из-за расовых предрассудков. Вскоре мужчина встречает пятерых старшеклассников-мексиканцев, в руках которых замечает дорогостоящие клюшки. Оказывается, ребята подрабатывают в «Дель-Рио» и используют элитный инвентарь для игры на самодельном поле посреди кактусов. Джей Би предлагает парням стать их тренером и поучаствовать в турнире «Дель-Рио». А заодно доказать: в гольф играют не только снобы."
Небриллиантовая рука,Комедия,2024,Россия,7.5,"Вымышленная советская реальность в наши дни. Семен Семенович Горбунков путешествует на круизном лайнере. Последним городом на пути домой оказывается Старый Дубай, где Семен попадает в руки контрабандистов. Преступники накладывают на мужчину гипс, в котором прячут ценные иностранные предметы — от новых смартфонов до фенов Dyson. Спецслужбы, узнав о преступлении, вербуют Семена и превращают его в тайного агента «007-ен Семенович». Чтобы выполнить миссию, герою предстоит оказаться в самых неожиданных ситуациях, проявить смекалку и обмануть преступников."
Досье «Чёрная канарейка»,"Боевик, Драма",2024,Великобритания,8.4,"Террористы похищают мужа лучшего агента ЦРУ Эйвери Грейвс и дают ей почти невыполнимое задание. Она должна похитить чип с важной и опасной секретной информацией, которая может привести к мировой катастрофе. Преступники угрожают убить супруга Эйвери, если в дело вмешаются спецслужбы или оперативник не успеет выполнить поручение за отведенное время. Опытный агент решает рискнуть карьерой, репутацией и собственной жизнью, чтобы спасти мужа."
Тополиный пух,Комедия,2024,Россия,8.1,"Верхнекамск. Одинокий неудачник Саша работает охранником в обменнике. Жизнь его «не состоялась», мечты не сбылись, семьи не получилось. Саша чувствует себя ненужным и несчастным, и не имея возможности что-то изменить, морально сдается… Но и тут Саше не хватает духа самому довести дело до конца, он обращается за помощью к старому приятелю — мужу своей бывшей жены. Конечно же, в самый ответственный и неподходящий момент, Саша влюбляется в девушку, у него вновь просыпается вкус к жизни и молодым людям придется пережить опасное приключение, спасти друг друга и начать видеть вокруг не только плохое, но и прекрасное…"
Обе две,Комедия,2024,Россия,8.1,"Своенравная девочка Глаша живет в городе Шуе с бабушкой и мечтает снимать кино. После кончины бабушки опеку над ней собирается взять строгая тетя Валя. Глашу такой поворот событий не устраивает, и она сбегает в столицу к сентиментальной и легкой на подъем тете Ане. Та решает вернуть племянницу домой и отправляется с ней в полное неожиданных встреч и запоминающихся событий путешествие. Яркое совместное приключение заставит Глашу и Аню посмотреть на жизнь с новой стороны."
Падение Империи (2024),"Триллер, Драма, Боевик",2024,США,7.3,"Кирстен Данст, Вагнер Моура и Кейли Спейни в экшен-триллере от студии A24. В недалеком будущем в США разгорается гражданская война. Объединенные силы Запада совсем скоро должны взять Вашингтон. В центре сюжета – пара прославленных военных корреспондентов, легенда журналистики и только начавшая свой профессиональный путь девушка-фотограф. Вместе они спешат добраться до столицы в надежде взять интервью у главы государства, пока он не попал в руки противника."
Собиратель душ,"Триллер, Детектив, Ужасы",2024,Канада,6.9,"Обезумевший Николас Кейдж играет в кошки-мышки с Майкой Монро. Агент ФБР Ли Харпер обладает уникальной интуицией, помогающей ей раскрывать самые глухие дела. Именно поэтому ей с легкостью доверяют одно из сложнейших: долгие годы по округе происходят загадочные убийства семей, в которых душегубом всегда выступает отец. При этом с этими преступлениями как-то связан маньяк по прозвищу «Длинноногий», который любит оставлять зашифрованные послания. Ли берется за дело и нападает на след, который неожиданно приводит девушку к собственному прошлому."
Мой Хатико,Драма,2023,Китай,8.9,"Чунцин, начало нулевых. Профессор Чэнь отправляется в командировку с коллегами и находит на улице брошенного щенка. Попытка пристроить пса оборачивается провалом, и мужчина возвращается домой с Хатико. Супруга Чэня на дух не переносит собак, но между профессором и его питомцем устанавливается нерушимая связь."
Руки Вверх!,"Музыка, Биография",2024,Россия,8.7,"Сергей Жуков, ставший кумиром подростков 90-х, попадает в больницу с осложнением болезни. Артиста охватывает ностальгия по прошлому, кожаным косухам и аудиокассетам, спортивным костюмам и нелепым стрижкам. Тогда Сережа ходил по дискотекам и только мечтал создать свою группу. Устроившись на радио, он знакомится с шебутным Лехой, а вскоре парни отправляются на первые гастроли."
Рождение легенд,"Драма, Биография, Музыка",2023,США,7.4,"Талантливый продюсер Нил Богарт пытается пробиться на вершину жестокой и конкурентной музыкальной индустрии. Он залезает в долги и основывает звукозаписывающую компанию Casablanca Records. Созданный лейбл начинает сотрудничество с Донной Саммер, группой Kiss и другими одаренными исполнителями и коллективами, чтобы переписать историю и изменить музыкальную индустрию раз и навсегда."
Великая ирония,"Драма, Комедия, Триллер, Мелодрама",2023,США,7.7,"Карьера парижанки Фанни Моро складывается прекрасно, а вот ее супружеская жизнь далека от идеала. Однажды молодая женщина встречает на улице бывшего одноклассника, который был от нее без ума в школьные годы. Она решается на тайную любовную интрижку со старым знакомым, однако ревнивый муж чувствует неладное. Запретный роман Фанни постепенно накаляется, предвещая ей большую беду."
